,item,originLabel,cultureLabel,ethnic_groupLabel,off_languageLabel,nameLabel,movementLabel,genreLabel,main_subjectLabel,memorializedLabel,sign_eventLabel,narrative_locLabel,countryLabel,taxonLabel,jurisdictionLabel,based_onLabel,part_ofLabel,native_labelLabel,cuisineLabel,areaLabel,used_byLabel,useLabel,political_ideoLabel,religionLabel,political_partyLabel,participant_inLabel,endemicLabel,indigenousLabel,country_sportLabel,subclass_ofLabel
318,Q221810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
319,Q1558113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political party
320,Q574651,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,contemporary folk music
321,Q4774402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monument
322,Q4774470,,,,,,,,,,,,,,,,,,,,,suicide prevention,,,,,,,,clothing
323,Q574767,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
324,Q319909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antipodal point
325,Q5522978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Q1168671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
327,Q4775515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Q556842,,,,,,lyrical abstraction,,,,,,,,,,,,,,,,,,,,,,,
329,Q561048,,,,,,,,,,,,,,,,,,,,,,,,Communist Party of Cuba,,,,,
330,Q30675089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Q4778419,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,recurring sporting event
332,Q252187,,,,,,,,,,,,Vietnam,,,,,,,,,,,,,,,,,clothing
333,Q794686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
334,Q3702326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
335,Q11409,,,,,,,,,,Coloured vote constitutional crisis,,,,South Africa,racism,,,,,,,,,,,,,,racial segregation
336,Q618859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,social movement
337,Q3620760,,,,,,,,,,,,United States,,,,,,,,,,,Mormonism,,,,,,religious leader
338,Q1971644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female headgear
339,Q611358,,,,,,Surrealism,,,,,,,,,,,,,,,,,,,,,,,
340,Q814696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gesture
341,Q372270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Q4781800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Q622214,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
344,Q4782621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Q19820584,France,,,,,,,,,,,,,,,,,vegan cuisine,,,egg analogue,,,,,,,,liluva
346,Q845813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bottled water
347,Q1448518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
348,Q1756633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animalia
349,Q11710365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
350,Q106045144,,,,,,,,,,,,,orlí žralok,,,,,,,,,,,,,,,,fish
351,Q12201423,,,,,,,,Arabization,,,,,,,,,,,,,,,,,,,,,
352,Q623860,,,,,,,,,,,,United Arab Emirates,,,,,,,,,,,,,,,,,
353,Q1292502,,,,,Arabic,,,,,,,,,,,,,,,,,,,,,,,,poetry
354,Q630550,,,,,,,jazz,,,,,United States,,,,,,,,,,,,,,,,,
355,Q619308,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
356,Q673475,,,,,,,,,,,,,,,,,,,,,,,,,ancient Olympic Games,,,,
357,Q839954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,location of discovery
358,Q113161257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Q26846,,,,,,,,,,,,,,,,,,,,,,,Ancient Greek religion,,ancient Olympic Games,,,,
360,Q108429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
361,Q4787044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designer
362,Q811361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glass
363,Q217175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architectural style
364,Q1370468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restoration
365,Q635515,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
366,Q95090,,,,Italian,,,,,,,,Italy,,,,,Argenta,,,,,,,,,,,,
367,Q7854,,,,,,,,,,,,Argentina,,,,,,,,,,,,,,,,,Formula One Grand Prix
368,Q8498,,,,,,,,,,,,Afghanistan,,,,,,,,,,,,,,,,,
369,Q543756,,,,,,,,,,,,Greece,,,,,,,,,,,,,Q115114244,,,,
370,Q263307,,,,,,,,,,,,,,,,psychology terminology,,,,,,,,,,,,,philosophy
371,Q478839,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
372,Q1106732,United States,,,,,,action film,,,,,,,,,,,,,,,,,,,,,,
373,Q672149,,,,,,,,,,,,,,,,,,,,,,,,Communist Party of the Soviet Union,weightlifting at the 1952 Summer Olympics – men's 82.5 kg,,,,
374,Q673123,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
375,Q673540,United States,,,,,,,,,,,United States,,,,,Arkham House,,,,,,,,,,,,
376,Q19939063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Q56677347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
378,Q106706300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silk product
379,Q4792966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports club
380,Q13446873,Dutch Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Q95313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Q67576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Q282093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Q688417,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,
385,Q11679959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
386,Q1748346,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,
387,Q673767,,,,,,,,,,,,,,,,Summer Olympic Games,,,,,,,,,,,,,Olympic sports discipline event
388,Q1135802,,,,,,,,,,,,,,,,,,,,cineclub,,,,,,,,,film
389,Q1630100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model
390,Q34636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,decorative art
391,Q705863,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,music festival
392,Q4797063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Q705767,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
394,Q1130955,,,,,,,,,,,,Italy,,,,Guilds of Florence,,,,,,,,,,,,,
395,Q3624145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Q576913,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
397,Q262530,,,,,,,hardcore punk,,,,,United States,,,,,,,,,,,,,,,,,
398,Q4797581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Q108179271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animated film
400,Q103039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Q78291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Q710558,,,,,,,,,,,,,,,,,,,,,,,,,1906 Intercalated Games,,,,
403,Q493,,,,,,Symbolism,,,,,,,,,,,,,,,,,Catholicism,,,,,,
404,Q215049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Q16154326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Q43410,,,,,,,,,,,,,,,,Turkish Penal Code,,,,,,,,,,,,,
407,Q944070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite material
408,Q713223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artist
409,Q3325736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,art gallery
410,Q85743216,,,,,,,,,,,,,,,,bottega,,,,,,,,,,,,,artist
411,Q19890761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artist
412,Q697003,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,
413,Q715753,,,,,,,,,,construction,,Poland,,,,,,,,,,,,,,,,,
414,Q716861,Israel,,,,English,,,,,,,Israel,,,,mass media in Israel,ערוץ 7,,Land of Israel,,,religious Zionism,,,,,,,
415,Q4802544,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink
416,Q102231027,,,,,Japanese,,,,,,,,,,,,,,,,,,,,,,,,
417,Q4803363,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Q721214,,,,,,,,,,,,Iraq,,,,,,,,,,,,,,,,,
419,Q778590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Q15073717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visual arts
421,Q38393,,,,,,,pop music,,,,,,,,,,,,,,,,Hinduism,,,,,,
422,Q7097633,Turkey,,,,,,,,,,,Azerbaijan,,,,,,,,,,,,,,,,,poet
423,Q35728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Q16206750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Q202223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Q55007268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asian Championship
427,Q663964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badminton tournament
428,Q100709157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
429,Q4806322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Q4807473,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,,fez
431,Q4807846,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Q543178,,,,,,,,,,,,,,,,Catholic Mass,Asperges,,,,,,Catholicism,,,,,,
433,Q837480,,,,,,,,,,,,,,,,Russian cuisine,,French cuisine,,,,,,,,,,,food
434,Q595901,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
435,Q2867170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
436,Q741694,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
437,Q200976,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
438,Q18009033,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,sports club
439,Q745694,,,,,,,,,,,,Kazakhstan,,,,,,,,,,,,,,,,,
440,Q536756,Belgium,,,,,,epic poem,Cleopatra,,,Ancient Egypt,,,,Asterix and Cleopatra,,,,,,,,,,,,,,
441,Q3061999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astronomer
442,Q109237320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Q21403281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,astronomer
444,Q99294,,,,,,,pop music,,,,,,,,,,,,,,,,,,,,,,
445,Q179060,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
446,Q2038843,,Ancient Rome,,,,,,,,,,,,,,,,,,,,,,,,,,,theatre of ancient Rome
447,Q565065,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
448,Q755342,,,,,,,,,,,,Greece,,,,,,,,,,,,,,,,,
449,Q2628742,,,,,,,,,,,,Greece,,,,Greek antidictatorship struggle,,,,,,,,,,,,,
450,Q7380012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports club
451,Q11047409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
452,Q11513337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
453,Q4815653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Q4816704,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
455,Q162827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book
456,Q381955,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
457,Q4817637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international crime
458,Q2870087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian
459,Q3197563,,,,,,,,,,,,Kalaallit Nunaat,,,,,,,,,,,,,,,,,
460,Q743426,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
461,Q37819,,,,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,
462,Q265618,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
463,Q106833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book
464,Q42786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Q448812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Q511874,,,,,,,,,,,,Sweden,,,,,,,,,,,,,,,,,
467,Q12718,,,,,,positivism,,,,,,,,,,,,,,,,,agnostic atheism,,,,,,
468,Q284771,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
469,Q4821998,England,,,,,,,,,Aunt Sally Singles World Championship,,,,,,,,,,,,,,,,,,,
470,Q16826268,,,,,,,,,,,,Iraq,,,,,,,,,,,,,,,,,
471,Q447680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Q2570377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
473,Q777851,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,,,architectural structure
474,Q7341,,,,,,,,,,liberation,,Poland,,,,Auschwitz-Birkenau State Museum,Konzentrationslager Auschwitz,,,,,,,,,,,,
475,Q4823773,,indigenous Australians,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,tradition
476,Q376608,,,,,,,,,,,,,,,,,,,,,,,,,,,indigenous Australians,,
477,Q7870,,,,,,,,,,,,Australia,,,,,Australian Grand Prix,,,,,,,,,,,,Formula One Grand Prix
478,Q746344,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,
479,Q301884,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,
480,Q695599,,,,,,,,,,,,Austria,,Austria,,,,,,,,,,,,,,,government
481,Q7876,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,Formula One Grand Prix
482,Q537000,,,,,,,,,,,,Austria,,,,Grand Prix motorcycle racing,,,,,,,,,,,,,
483,Q389684,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,
484,Q117262,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,
485,Q67408,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
486,Q4184,,,,,,,,,,,,,,,,,biographia,,,,,,,,,,,,biography
487,Q916964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,composite material
488,Q104870168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction
489,Q3267592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magazine
490,Q572981,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
491,Q1094397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city
492,Q4877154,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,rite
493,Q280750,,,,,,,,,,,,United States,,,,NASCAR Cup Series,,,,,,,,,,,,,NASCAR Cup race
494,Q131427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
495,Q126063,,,,,,,,,,,,Venezuela,,,,tepui,,,,,,,,,,,,,
496,Q1079215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese idol
497,Q3151875,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
498,Q24871,United States,,,,,,action film,ecology,,,Pandora,,,,,list of highest-grossing films,,,,,,,,,,,,,
499,Q12104,,,,,,,,,,,,,Овес,,,,,,,,medicinal plant,,,,,,,,food
500,Q4828343,,,,,,,,,,,,,,,,antifreeze,,,,,,,,,,,,,mechanism of action
501,Q366012,,,,,,,jazz,,,,,,,,,,,,,,,,,,,,,,
502,Q2874323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophical movement
503,Q30449,,,,,,,alternative rock,,,,,,,,,,,,,,,,,,,,,,
504,Q2309,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,
505,Q1185363,,,,,,,,,,,,Japan,,,,Three Great Festivals of Shikoku,阿波踊り,,,,,,,,,,Tokushima Prefecture,,folk dance
506,Q792635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
507,Q85008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Q366601,,,,,,,,,,,,Serbia,,,,,,,,,,,,,,,,,
509,Q4837248,,,,,,,,,,,,,,,,,,,,,,,Alevism,,,,,,religious leader
510,Q2433261,,,,,,,,,,,,,,Babylonia,,,,,,,,,,,,,,,law
511,Q541392,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
512,Q112656,Germany,,,,,,Baroque music,,,,,Germany,,,,,,,,,,,,,,,,,
513,Q85744741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
514,Q16589,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
515,Q125398732,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Q4839569,,,,,,,,,,,,,,,,tennis court,,,,,,,,,,,,,sports equipment
517,Q4839644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artist
518,Q798487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vocalist
519,Q284135,,,,,,,,,,,,Peru,,,,,,,,,,,,,,,,,drink
520,Q4108,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
521,Q523511,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,multi-sport event
522,Q16546,,,,,,,,,,,,Switzerland,,,,Gotthard group,,,,,,,,,,,,,
523,Q838986,,,,,,,,historic house museum,,,,Italy,,,,Case museo di Milano,,,,,,,,,,,,,
524,Q4842091,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Q176850,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
526,Q31923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Q4848298,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Q12473573,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Q933898,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
530,Q1293258,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,noodle
531,Q47940,,,,,,,,,,,,Republica Moldova,,,,,,,,,,,,,,,,,
532,Q12951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Q877517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
534,Q4851253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street hockey
535,Q4851318,,,,,,,,,,,,Isle of Man,,,,,,,,,,,,,,,,,
536,Q4851392,,,,,,,,,,,,Isle of Man,,,,,,,,,,,,,,,,,
537,Q17856,,,,Australian English,,,,,,,,Australia,,,,,Ballarat,,,,,,,,,,,,
538,Q41425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,performing arts
539,Q805253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,educator
540,Q3747100,,,,,,,,,,,,Ancient Rome,,,,,,,,,,,,,,,,,
541,Q764116,United States,,,,,,adventure film,,,,New York City,,,,,,,,,,,,,,,,,,
542,Q606818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
543,Q339587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Q107550049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Q127334927,,,,,,,,musical group,,,,,,,,,,,,,,,,,,,,,
546,Q806349,,,,,,,,,,,,,,,,,,,,musical group,,,,,,,,,musician
547,Q4854651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician
548,Q20791985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instrumentalist
549,Q4854701,Indonesia,,,,,,,,,,,Indonesia,,,,,,,,,,,,,,,,,energy drink
550,Q67445,,,,German,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
551,Q23807,,,,,,,,,,,,People's Republic of China,,,,,,,,,,,,,,,,,
552,Q173800,,,,,,,,,,,,,,,,banking system,,,,,,,,,,,,,law
553,Q2268252,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
554,Q1940624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
555,Q4857157,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
556,Q4077486,Galicia,,,,,,,,,,,,,,mămăligă,,,,,,,,,,,,,,dish
557,Q1759615,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,building
558,Q5678886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tree
559,Q107321,Germany,,,,,,rock music,,,,,,,,,,,,,,,,,,,,,,
560,Q76,,,African Americans,,,,,,,first inauguration of Barack Obama,,,,,,,,,,,,feminism,Protestantism,Democratic Party,commencement at the University of Notre Dame,,,,
561,Q5950042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Q23394,,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,building
563,Q91921,Argentina,,,,,,,,,,,Argentina,,,,,,,,,,,,,,,,,
564,Q91862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Q95227,,,,,,,,,,,,,,,,,,,,,,,,,swimming at the 1980 Summer Olympics – women's 100 metre freestyle,,,German Democratic Republic,
566,Q262284,,,White Americans,,,contemporary art,installation art,,,,,,,,,,,,,,,,,,documenta 7,,,,
567,Q97351,,,,,,,,,,,,,,,,,,,,,,,,Alliance '90/The Greens,2004 German presidential election,,,,
568,Q4902470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
569,Q30568,United States,,,,English,,fantasy film,,,,,,,,Rapunzel,,,,,,,,,,,,,,
570,Q25733,United States,,,,,,fantasy film,,,,,,,,The Nutcracker and the Mouse King,,,,,,,,,,,,,,
571,Q215144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
572,Q548295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,woman
573,Q60518,,,,,,,,,,,,Singapore,,,,,,,,,,,,,,,,,
574,Q4861314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal work
575,Q1129308,United States,,,,,,comedy film,,,,,,,,,,,,,,,,,,,,,,
576,Q37853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Q1431376,,,,,,,,,,,,,,,,Baroque,,,,,,,,,,,,,
578,Q74411,,,,,,,,,,,,,尖吻鱸,,,,,,,,,,,,,,,,
579,Q367720,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
580,Q20312620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Q1761572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
582,Q809001,,,,,,,,,,,,United States,,,,,Barry Awards,,,,,,,,,,,,
583,Q31741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Q4865169,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
585,Q213082,,,,,,Hague School,,,,,,,,,,,,,,,,,,,,,,,
586,Q4865438,,,,,,,,,,,,Singapore,,,,,,,,,,,,,,,,,
587,Q139576,,,,,,,,,,,,,Basa fish,,,,,,,,,,,,,,,,fish
588,Q2448067,,,,,,,,,,,,,,,,road,,,,,,,,,,,,,building material
589,Q791187,,,,,,,,,,,,,,,,,,,,baseball player,,,,,,,,,ball
590,Q809910,,,,,,,,,,,,,,,,,,,,batter,swing,,,,,,,,cold weapon
591,Q809894,,,,,,,,,,,,,,,,,,,,,fielding,,,,,,,,glove
592,Q10871364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
593,Q4866552,,,,,,,,,,,,,,,,,,,,Minor League Baseball,surface finishing,,,,,,,,mud
594,Q1630557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architectural element
595,Q810231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line segment
596,Q4866769,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,carrier
597,Q34485,,,,,,,,,,"Decretum ""De titulo Basilicae Minoris""",,Spain,,,,,Basílica de Nuestra Señora de la Candelaria,,,,,,Catholicism,,,,,,
598,Q632299,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
599,Q610803,Spain,,,,,Surrealism,still life,,,,,,,,,,,,,,,,,,,,,,
600,Q3665646,,,,,,,,,,,,,,,,basketball team,,,,,,,,,,,,,athlete
601,Q678872,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
602,Q631306,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,sport
603,Q1224135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
604,Q810652,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,city
605,Q689,United Kingdom,,,,,,synth-pop,,,,,,,,,,,,,,,,,,,,,,
606,Q81851,,,,,,,,,,,,,,,,fortification,bastionato,,,,,,,,,,,,building
607,Q635427,Indonesia,native Indonesians,,,,,,,,,,Indonesia,,,,,ꦧꦛꦶꦏ꧀,,,,,,,,,,Indonesia,,art of painting
608,Q4869415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Q1443582,,,,,,,,,,,Gotham City,,,,,,,,,,,,,,,,,,
610,Q6495741,,,,,,,,,,,,,ငါးလိပ်ကျောက်,,,,,,,,,,,,,,,,ray fish
611,Q733010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
612,Q178561,,,,,,,,,,,,,,,,war,,,,,,,,,,,,,armed conflict
613,Q374347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Q65200458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Q4870085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Q554198,,,,,,,,music,,,,Germany,,,,,Vinyl 107,,,,,,,,,,,,
617,Q811248,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,,
618,Q2897763,,,,,,,,,,,,Israel,,,,,,,,,,,,,,,,,
619,Q84041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erotic film
620,Q3577822,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
621,Q4874262,India,,,,,,,,,,,India,,,,,,,,,,,,,,,,,Yakshagana
622,Q812346,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
623,Q105659181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Q57416399,United Kingdom,,,,,,,,,,,,,,,,,,United States of America United Kingdom of Great Britain; Australia; Canada; and New Zealand.::.,,media player software,,,,,,,,
625,Q22906668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Q918850,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
627,Q812788,Japan,,,,Japanese,,comedy drama,high school student,,,,,,,,,,,,,,,,,,,,,
628,Q40080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shore
629,Q4876166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Q1019107,,,,,,,,,,,,Poland,,,,,,,,,,,,,,,,,
631,Q126167,,,,,,,,,,,,,ბატკანძერი,,,,,,,,,,,,,Shingba Rhododendron Sanctuary,,,Animalia
632,Q3015609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
633,Q51620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posthumous recognition
634,Q214565,,,,,,,fairy tale,,,,,,,,,,,,,,,,,,,,,,
635,Q85746187,United Kingdom,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
636,Q17067098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hand gesture
637,Q391788,,,,,,,,,,,,,,,,bedding set,,,,,hygiene,,,,,,,,textile
638,Q4879406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river
639,Q133405,United Kingdom,,,,,,rock music,,,,,,,,,,Bee Gees,,,,,,,,,,,,
